id,member_id,date,activity,status,remark
427,57,2025-12-25,กิจกรรมแถว,present,
428,58,2025-12-25,กิจกรรมแถว,present,
429,59,2025-12-25,กิจกรรมแถว,present,
430,61,2025-12-25,กิจกรรมแถว,present,
431,63,2025-12-25,กิจกรรมแถว,present,
432,65,2025-12-25,กิจกรรมแถว,present,
433,86,2025-12-25,กิจกรรมแถว,present,
434,110,2025-12-25,กิจกรรมแถว,present,
435,111,2025-12-25,กิจกรรมแถว,present,
436,112,2025-12-25,กิจกรรมแถว,present,
437,113,2025-12-25,กิจกรรมแถว,present,
438,114,2025-12-25,กิจกรรมแถว,present,
439,115,2025-12-25,กิจกรรมแถว,absent,
440,116,2025-12-25,กิจกรรมแถว,present,
441,117,2025-12-25,กิจกรรมแถว,absent,
442,118,2025-12-25,กิจกรรมแถว,present,
443,119,2025-12-25,กิจกรรมแถว,present,
444,124,2025-12-25,กิจกรรมแถว,present,
445,125,2025-12-25,กิจกรรมแถว,absent,
446,44,2026-01-05,ประชุมสภานักเรียน,present,
447,121,2026-01-05,ประชุมสภานักเรียน,present,
448,2,2026-01-06,กิจกรรมแถว,present,
449,3,2026-01-06,กิจกรรมแถว,present,
450,4,2026-01-06,กิจกรรมแถว,present,
451,5,2026-01-06,กิจกรรมแถว,absent,
452,6,2026-01-06,กิจกรรมแถว,present,
453,8,2026-01-06,กิจกรรมแถว,present,
454,9,2026-01-06,กิจกรรมแถว,present,
455,10,2026-01-06,กิจกรรมแถว,present,
456,11,2026-01-06,กิจกรรมแถว,present,
457,12,2026-01-06,กิจกรรมแถว,present,
458,13,2026-01-06,กิจกรรมแถว,absent,
459,14,2026-01-06,กิจกรรมแถว,present,
460,15,2026-01-06,กิจกรรมแถว,present,
461,16,2026-01-06,กิจกรรมแถว,present,
462,17,2026-01-06,กิจกรรมแถว,absent,
463,18,2026-01-06,กิจกรรมแถว,present,
464,19,2026-01-06,กิจกรรมแถว,present,
465,21,2026-01-06,กิจกรรมแถว,present,
466,22,2026-01-06,กิจกรรมแถว,present,
467,25,2026-01-06,กิจกรรมแถว,present,
468,26,2026-01-06,กิจกรรมแถว,present,
469,27,2026-01-06,กิจกรรมแถว,present,
470,28,2026-01-06,กิจกรรมแถว,present,
471,30,2026-01-06,กิจกรรมแถว,absent,
472,31,2026-01-06,กิจกรรมแถว,present,
473,33,2026-01-06,กิจกรรมแถว,present,
474,34,2026-01-06,กิจกรรมแถว,present,
475,35,2026-01-06,กิจกรรมแถว,present,
476,36,2026-01-06,กิจกรรมแถว,present,
477,37,2026-01-06,กิจกรรมแถว,present,
478,38,2026-01-06,กิจกรรมแถว,present,
479,39,2026-01-06,กิจกรรมแถว,present,
480,43,2026-01-06,กิจกรรมแถว,present,
481,44,2026-01-06,กิจกรรมแถว,present,
482,46,2026-01-06,กิจกรรมแถว,present,
483,47,2026-01-06,กิจกรรมแถว,present,
484,48,2026-01-06,กิจกรรมแถว,present,
485,49,2026-01-06,กิจกรรมแถว,present,
486,51,2026-01-06,กิจกรรมแถว,present,
487,54,2026-01-06,กิจกรรมแถว,present,
488,55,2026-01-06,กิจกรรมแถว,present,
489,56,2026-01-06,กิจกรรมแถว,present,
490,57,2026-01-06,กิจกรรมแถว,present,
491,58,2026-01-06,กิจกรรมแถว,present,
492,59,2026-01-06,กิจกรรมแถว,present,
493,61,2026-01-06,กิจกรรมแถว,present,
494,63,2026-01-06,กิจกรรมแถว,present,
495,65,2026-01-06,กิจกรรมแถว,present,
496,86,2026-01-06,กิจกรรมแถว,present,
497,110,2026-01-06,กิจกรรมแถว,present,
498,111,2026-01-06,กิจกรรมแถว,present,
499,112,2026-01-06,กิจกรรมแถว,present,
500,113,2026-01-06,กิจกรรมแถว,present,
501,114,2026-01-06,กิจกรรมแถว,present,
502,115,2026-01-06,กิจกรรมแถว,absent,
503,116,2026-01-06,กิจกรรมแถว,present,
504,117,2026-01-06,กิจกรรมแถว,absent,
505,118,2026-01-06,กิจกรรมแถว,present,
506,119,2026-01-06,กิจกรรมแถว,present,
507,124,2026-01-06,กิจกรรมแถว,absent,
508,125,2026-01-06,กิจกรรมแถว,absent,
509,2,2026-01-07,กิจกรรมแถว,present,
510,3,2026-01-07,กิจกรรมแถว,absent,
511,4,2026-01-07,กิจกรรมแถว,present,
512,5,2026-01-07,กิจกรรมแถว,present,
513,6,2026-01-07,กิจกรรมแถว,present,
514,8,2026-01-07,กิจกรรมแถว,present,
515,9,2026-01-07,กิจกรรมแถว,present,
516,10,2026-01-07,กิจกรรมแถว,absent,
517,11,2026-01-07,กิจกรรมแถว,present,
518,12,2026-01-07,กิจกรรมแถว,present,
519,13,2026-01-07,กิจกรรมแถว,present,
520,14,2026-01-07,กิจกรรมแถว,present,
521,15,2026-01-07,กิจกรรมแถว,present,
522,16,2026-01-07,กิจกรรมแถว,present,
523,17,2026-01-07,กิจกรรมแถว,present,
524,18,2026-01-07,กิจกรรมแถว,present,
525,19,2026-01-07,กิจกรรมแถว,absent,
526,21,2026-01-07,กิจกรรมแถว,present,
527,22,2026-01-07,กิจกรรมแถว,present,
528,25,2026-01-07,กิจกรรมแถว,absent,
529,26,2026-01-07,กิจกรรมแถว,absent,
530,27,2026-01-07,กิจกรรมแถว,present,
531,28,2026-01-07,กิจกรรมแถว,present,
532,30,2026-01-07,กิจกรรมแถว,absent,
533,31,2026-01-07,กิจกรรมแถว,present,
534,33,2026-01-07,กิจกรรมแถว,present,
535,34,2026-01-07,กิจกรรมแถว,absent,
536,35,2026-01-07,กิจกรรมแถว,present,
537,36,2026-01-07,กิจกรรมแถว,present,
538,37,2026-01-07,กิจกรรมแถว,absent,
539,38,2026-01-07,กิจกรรมแถว,present,
540,39,2026-01-07,กิจกรรมแถว,present,
541,43,2026-01-07,กิจกรรมแถว,present,
542,44,2026-01-07,กิจกรรมแถว,present,
543,46,2026-01-07,กิจกรรมแถว,present,
544,47,2026-01-07,กิจกรรมแถว,present,
545,48,2026-01-07,กิจกรรมแถว,present,
546,49,2026-01-07,กิจกรรมแถว,present,
547,51,2026-01-07,กิจกรรมแถว,present,
548,54,2026-01-07,กิจกรรมแถว,present,
549,55,2026-01-07,กิจกรรมแถว,present,
550,56,2026-01-07,กิจกรรมแถว,present,
551,57,2026-01-07,กิจกรรมแถว,present,
552,58,2026-01-07,กิจกรรมแถว,present,
553,59,2026-01-07,กิจกรรมแถว,present,
554,61,2026-01-07,กิจกรรมแถว,present,
555,63,2026-01-07,กิจกรรมแถว,present,
556,65,2026-01-07,กิจกรรมแถว,present,
557,86,2026-01-07,กิจกรรมแถว,present,
558,110,2026-01-07,กิจกรรมแถว,present,
559,111,2026-01-07,กิจกรรมแถว,present,
560,112,2026-01-07,กิจกรรมแถว,absent,
561,113,2026-01-07,กิจกรรมแถว,present,
562,114,2026-01-07,กิจกรรมแถว,present,
563,115,2026-01-07,กิจกรรมแถว,absent,
564,116,2026-01-07,กิจกรรมแถว,present,
565,117,2026-01-07,กิจกรรมแถว,absent,
566,118,2026-01-07,กิจกรรมแถว,present,
567,119,2026-01-07,กิจกรรมแถว,present,
568,124,2026-01-07,กิจกรรมแถว,absent,
569,125,2026-01-07,กิจกรรมแถว,absent,
570,2,2026-01-08,กิจกรรมแถว,present,
571,3,2026-01-08,กิจกรรมแถว,present,
572,4,2026-01-08,กิจกรรมแถว,present,
573,5,2026-01-08,กิจกรรมแถว,present,
574,6,2026-01-08,กิจกรรมแถว,present,
575,8,2026-01-08,กิจกรรมแถว,present,
576,9,2026-01-08,กิจกรรมแถว,present,
577,10,2026-01-08,กิจกรรมแถว,present,
578,11,2026-01-08,กิจกรรมแถว,present,
579,12,2026-01-08,กิจกรรมแถว,present,
580,13,2026-01-08,กิจกรรมแถว,present,
581,14,2026-01-08,กิจกรรมแถว,present,
582,15,2026-01-08,กิจกรรมแถว,present,
583,16,2026-01-08,กิจกรรมแถว,present,
584,17,2026-01-08,กิจกรรมแถว,present,
585,18,2026-01-08,กิจกรรมแถว,present,
586,19,2026-01-08,กิจกรรมแถว,present,
587,21,2026-01-08,กิจกรรมแถว,present,
588,22,2026-01-08,กิจกรรมแถว,present,
589,25,2026-01-08,กิจกรรมแถว,present,
590,26,2026-01-08,กิจกรรมแถว,present,
591,27,2026-01-08,กิจกรรมแถว,present,
592,28,2026-01-08,กิจกรรมแถว,present,
593,30,2026-01-08,กิจกรรมแถว,present,
594,31,2026-01-08,กิจกรรมแถว,present,
595,33,2026-01-08,กิจกรรมแถว,present,
596,34,2026-01-08,กิจกรรมแถว,present,
597,35,2026-01-08,กิจกรรมแถว,present,
598,36,2026-01-08,กิจกรรมแถว,present,
599,37,2026-01-08,กิจกรรมแถว,present,
600,38,2026-01-08,กิจกรรมแถว,present,
601,39,2026-01-08,กิจกรรมแถว,present,
602,43,2026-01-08,กิจกรรมแถว,present,
603,44,2026-01-08,กิจกรรมแถว,present,
604,46,2026-01-08,กิจกรรมแถว,present,
605,47,2026-01-08,กิจกรรมแถว,present,
606,48,2026-01-08,กิจกรรมแถว,present,
607,49,2026-01-08,กิจกรรมแถว,present,
608,51,2026-01-08,กิจกรรมแถว,present,
609,54,2026-01-08,กิจกรรมแถว,present,
610,55,2026-01-08,กิจกรรมแถว,present,
611,56,2026-01-08,กิจกรรมแถว,present,
612,57,2026-01-08,กิจกรรมแถว,present,
613,58,2026-01-08,กิจกรรมแถว,present,
614,59,2026-01-08,กิจกรรมแถว,present,
615,61,2026-01-08,กิจกรรมแถว,present,
616,63,2026-01-08,กิจกรรมแถว,present,
617,65,2026-01-08,กิจกรรมแถว,present,
618,86,2026-01-08,กิจกรรมแถว,present,
619,110,2026-01-08,กิจกรรมแถว,present,
620,111,2026-01-08,กิจกรรมแถว,present,
621,112,2026-01-08,กิจกรรมแถว,present,
622,113,2026-01-08,กิจกรรมแถว,present,
623,114,2026-01-08,กิจกรรมแถว,present,
624,115,2026-01-08,กิจกรรมแถว,absent,
625,116,2026-01-08,กิจกรรมแถว,present,
626,117,2026-01-08,กิจกรรมแถว,absent,
627,118,2026-01-08,กิจกรรมแถว,present,
628,119,2026-01-08,กิจกรรมแถว,present,
629,124,2026-01-08,กิจกรรมแถว,absent,
630,125,2026-01-08,กิจกรรมแถว,absent,
631,2,2026-01-12,กิจกรรมแถว,present,
632,3,2026-01-12,กิจกรรมแถว,present,
633,4,2026-01-12,กิจกรรมแถว,present,
634,5,2026-01-12,กิจกรรมแถว,present,
635,6,2026-01-12,กิจกรรมแถว,present,
636,8,2026-01-12,กิจกรรมแถว,present,
637,9,2026-01-12,กิจกรรมแถว,present,
638,10,2026-01-12,กิจกรรมแถว,present,
639,11,2026-01-12,กิจกรรมแถว,present,
640,12,2026-01-12,กิจกรรมแถว,present,
641,13,2026-01-12,กิจกรรมแถว,present,
642,14,2026-01-12,กิจกรรมแถว,present,
643,15,2026-01-12,กิจกรรมแถว,present,
644,16,2026-01-12,กิจกรรมแถว,present,
645,17,2026-01-12,กิจกรรมแถว,present,
646,18,2026-01-12,กิจกรรมแถว,present,
647,19,2026-01-12,กิจกรรมแถว,present,
648,21,2026-01-12,กิจกรรมแถว,present,
649,22,2026-01-12,กิจกรรมแถว,present,
650,25,2026-01-12,กิจกรรมแถว,present,
651,26,2026-01-12,กิจกรรมแถว,present,
652,27,2026-01-12,กิจกรรมแถว,present,
653,28,2026-01-12,กิจกรรมแถว,present,
654,30,2026-01-12,กิจกรรมแถว,present,
655,31,2026-01-12,กิจกรรมแถว,present,
656,33,2026-01-12,กิจกรรมแถว,present,
657,34,2026-01-12,กิจกรรมแถว,present,
658,35,2026-01-12,กิจกรรมแถว,present,
659,36,2026-01-12,กิจกรรมแถว,present,
660,37,2026-01-12,กิจกรรมแถว,present,
661,38,2026-01-12,กิจกรรมแถว,present,
662,39,2026-01-12,กิจกรรมแถว,present,
663,43,2026-01-12,กิจกรรมแถว,present,
664,44,2026-01-12,กิจกรรมแถว,present,
665,46,2026-01-12,กิจกรรมแถว,absent,
666,47,2026-01-12,กิจกรรมแถว,present,
667,48,2026-01-12,กิจกรรมแถว,present,
668,49,2026-01-12,กิจกรรมแถว,present,
669,51,2026-01-12,กิจกรรมแถว,present,
670,54,2026-01-12,กิจกรรมแถว,present,
671,55,2026-01-12,กิจกรรมแถว,present,
672,56,2026-01-12,กิจกรรมแถว,present,
673,57,2026-01-12,กิจกรรมแถว,present,
674,58,2026-01-12,กิจกรรมแถว,present,
675,59,2026-01-12,กิจกรรมแถว,present,
676,61,2026-01-12,กิจกรรมแถว,present,
677,63,2026-01-12,กิจกรรมแถว,present,
678,65,2026-01-12,กิจกรรมแถว,present,
679,86,2026-01-12,กิจกรรมแถว,present,
680,110,2026-01-12,กิจกรรมแถว,absent,
681,111,2026-01-12,กิจกรรมแถว,present,
682,112,2026-01-12,กิจกรรมแถว,present,
683,113,2026-01-12,กิจกรรมแถว,present,
684,114,2026-01-12,กิจกรรมแถว,present,
685,115,2026-01-12,กิจกรรมแถว,absent,
686,116,2026-01-12,กิจกรรมแถว,present,
687,117,2026-01-12,กิจกรรมแถว,absent,
688,118,2026-01-12,กิจกรรมแถว,present,
689,119,2026-01-12,กิจกรรมแถว,present,
690,124,2026-01-12,กิจกรรมแถว,absent,
691,2,2026-01-15,กิจกรรมวันครู,present,
692,3,2026-01-15,กิจกรรมวันครู,present,
693,4,2026-01-15,กิจกรรมวันครู,present,
694,5,2026-01-15,กิจกรรมวันครู,present,
695,6,2026-01-15,กิจกรรมวันครู,present,
696,8,2026-01-15,กิจกรรมวันครู,present,
697,9,2026-01-15,กิจกรรมวันครู,present,
698,10,2026-01-15,กิจกรรมวันครู,present,
699,11,2026-01-15,กิจกรรมวันครู,present,
700,12,2026-01-15,กิจกรรมวันครู,present,
701,13,2026-01-15,กิจกรรมวันครู,present,
702,14,2026-01-15,กิจกรรมวันครู,present,
703,15,2026-01-15,กิจกรรมวันครู,present,
704,16,2026-01-15,กิจกรรมวันครู,present,
705,17,2026-01-15,กิจกรรมวันครู,present,
706,18,2026-01-15,กิจกรรมวันครู,present,
707,19,2026-01-15,กิจกรรมวันครู,present,
708,21,2026-01-15,กิจกรรมวันครู,present,
709,22,2026-01-15,กิจกรรมวันครู,present,
710,25,2026-01-15,กิจกรรมวันครู,present,
711,26,2026-01-15,กิจกรรมวันครู,present,
712,27,2026-01-15,กิจกรรมวันครู,present,
713,28,2026-01-15,กิจกรรมวันครู,present,
714,30,2026-01-15,กิจกรรมวันครู,present,
715,31,2026-01-15,กิจกรรมวันครู,present,
716,33,2026-01-15,กิจกรรมวันครู,present,
717,34,2026-01-15,กิจกรรมวันครู,present,
718,35,2026-01-15,กิจกรรมวันครู,present,
719,36,2026-01-15,กิจกรรมวันครู,present,
720,37,2026-01-15,กิจกรรมวันครู,present,
721,38,2026-01-15,กิจกรรมวันครู,present,
722,39,2026-01-15,กิจกรรมวันครู,present,
723,43,2026-01-15,กิจกรรมวันครู,present,
724,44,2026-01-15,กิจกรรมวันครู,present,
725,46,2026-01-15,กิจกรรมวันครู,present,
726,47,2026-01-15,กิจกรรมวันครู,present,
727,48,2026-01-15,กิจกรรมวันครู,present,
728,49,2026-01-15,กิจกรรมวันครู,present,
729,51,2026-01-15,กิจกรรมวันครู,absent,
730,54,2026-01-15,กิจกรรมวันครู,present,
731,55,2026-01-15,กิจกรรมวันครู,present,
732,56,2026-01-15,กิจกรรมวันครู,present,
733,57,2026-01-15,กิจกรรมวันครู,present,
734,58,2026-01-15,กิจกรรมวันครู,absent,
735,59,2026-01-15,กิจกรรมวันครู,present,
736,61,2026-01-15,กิจกรรมวันครู,present,
737,63,2026-01-15,กิจกรรมวันครู,present,
738,65,2026-01-15,กิจกรรมวันครู,present,
739,86,2026-01-15,กิจกรรมวันครู,present,
740,110,2026-01-15,กิจกรรมวันครู,present,
741,111,2026-01-15,กิจกรรมวันครู,present,
742,112,2026-01-15,กิจกรรมวันครู,present,
743,113,2026-01-15,กิจกรรมวันครู,present,
744,114,2026-01-15,กิจกรรมวันครู,present,
745,115,2026-01-15,กิจกรรมวันครู,present,
746,116,2026-01-15,กิจกรรมวันครู,present,
747,117,2026-01-15,กิจกรรมวันครู,present,
748,118,2026-01-15,กิจกรรมวันครู,present,
749,119,2026-01-15,กิจกรรมวันครู,present,
750,124,2026-01-15,กิจกรรมวันครู,absent,
751,23,2026-01-15,กิจกรรมวันครู,present,
752,24,2026-01-15,กิจกรรมวันครู,present,
753,29,2026-01-15,กิจกรรมวันครู,present,
754,32,2026-01-15,กิจกรรมวันครู,present,
755,40,2026-01-15,กิจกรรมวันครู,present,
756,41,2026-01-15,กิจกรรมวันครู,present,
757,42,2026-01-15,กิจกรรมวันครู,present,
758,45,2026-01-15,กิจกรรมวันครู,present,
759,60,2026-01-15,กิจกรรมวันครู,present,
760,62,2026-01-15,กิจกรรมวันครู,present,
761,64,2026-01-15,กิจกรรมวันครู,present,
762,66,2026-01-15,กิจกรรมวันครู,present,
763,67,2026-01-15,กิจกรรมวันครู,present,
764,68,2026-01-15,กิจกรรมวันครู,present,
765,69,2026-01-15,กิจกรรมวันครู,absent,
766,71,2026-01-15,กิจกรรมวันครู,present,
767,72,2026-01-15,กิจกรรมวันครู,absent,
768,73,2026-01-15,กิจกรรมวันครู,present,
769,74,2026-01-15,กิจกรรมวันครู,present,
770,76,2026-01-15,กิจกรรมวันครู,present,
771,77,2026-01-15,กิจกรรมวันครู,present,
772,78,2026-01-15,กิจกรรมวันครู,present,
773,79,2026-01-15,กิจกรรมวันครู,present,
774,80,2026-01-15,กิจกรรมวันครู,present,
775,82,2026-01-15,กิจกรรมวันครู,present,
776,84,2026-01-15,กิจกรรมวันครู,present,
777,85,2026-01-15,กิจกรรมวันครู,absent,
778,87,2026-01-15,กิจกรรมวันครู,present,
779,89,2026-01-15,กิจกรรมวันครู,present,
780,90,2026-01-15,กิจกรรมวันครู,present,
781,92,2026-01-15,กิจกรรมวันครู,present,
782,93,2026-01-15,กิจกรรมวันครู,present,
783,95,2026-01-15,กิจกรรมวันครู,absent,
784,96,2026-01-15,กิจกรรมวันครู,absent,
785,97,2026-01-15,กิจกรรมวันครู,present,
786,98,2026-01-15,กิจกรรมวันครู,present,
787,99,2026-01-15,กิจกรรมวันครู,present,
788,100,2026-01-15,กิจกรรมวันครู,present,
789,101,2026-01-15,กิจกรรมวันครู,present,
790,102,2026-01-15,กิจกรรมวันครู,present,
791,103,2026-01-15,กิจกรรมวันครู,present,
792,104,2026-01-15,กิจกรรมวันครู,present,
793,105,2026-01-15,กิจกรรมวันครู,present,
794,106,2026-01-15,กิจกรรมวันครู,present,
795,107,2026-01-15,กิจกรรมวันครู,present,
796,109,2026-01-15,กิจกรรมวันครู,present,
797,120,2026-01-15,กิจกรรมวันครู,present,
798,121,2026-01-15,กิจกรรมวันครู,present,
799,123,2026-01-15,กิจกรรมวันครู,present,
800,23,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
801,24,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
802,29,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
803,32,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
804,40,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
805,41,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
806,42,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
807,45,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
808,60,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
809,62,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
810,64,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
811,66,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
812,67,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
813,68,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
814,71,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
815,72,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
816,73,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
817,74,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
818,76,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
819,77,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
820,78,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
821,79,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
822,80,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
823,82,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
824,84,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
825,87,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
826,89,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
827,90,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
828,92,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
829,93,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
830,97,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
831,98,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
832,99,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
833,100,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
834,101,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
835,102,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
836,103,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
837,104,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
838,105,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
839,106,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
840,107,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
841,109,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
842,120,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
843,121,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
844,123,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
845,2,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
846,3,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
847,4,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
848,5,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
849,6,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
850,8,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
851,9,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
852,10,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
853,11,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
854,12,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
855,13,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
856,14,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
857,15,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
858,16,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
859,17,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
860,18,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
861,19,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
862,21,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
863,22,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
864,25,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
865,26,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
866,27,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
867,28,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
868,30,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
869,31,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
870,33,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
871,34,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
872,35,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
873,36,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
874,37,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
875,38,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
876,39,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
877,43,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
878,44,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
879,46,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
880,47,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
881,48,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
882,49,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
883,51,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
884,54,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
885,55,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
886,56,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
887,57,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
888,58,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
889,59,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
890,61,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
891,63,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
892,65,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
893,86,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
894,110,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
895,111,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
896,112,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
897,113,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
898,114,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
899,116,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
900,118,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
901,119,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
902,124,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),absent,
903,125,2026-01-22,กิจกรรมYLA(การเขียนใบโครงการ),present,
904,23,2026-01-22,กิจกรรมYLA,present,17.23
905,24,2026-01-22,กิจกรรมYLA,present,17.16
906,29,2026-01-22,กิจกรรมYLA,absent,ขาด
907,32,2026-01-22,กิจกรรมYLA,absent,ขาด
908,40,2026-01-22,กิจกรรมYLA,present,17.03
909,41,2026-01-22,กิจกรรมYLA,present,17.03
910,42,2026-01-22,กิจกรรมYLA,present,17.18
911,45,2026-01-22,กิจกรรมYLA,absent,ขาด
912,60,2026-01-22,กิจกรรมYLA,present,17.24
913,62,2026-01-22,กิจกรรมYLA,present,17.18
914,64,2026-01-22,กิจกรรมYLA,absent,ขาด
915,66,2026-01-22,กิจกรรมYLA,present,17.13
916,67,2026-01-22,กิจกรรมYLA,present,17.28
917,68,2026-01-22,กิจกรรมYLA,present,17.00
918,71,2026-01-22,กิจกรรมYLA,present,17.25
919,72,2026-01-22,กิจกรรมYLA,absent,ขาด
920,73,2026-01-22,กิจกรรมYLA,present,17.01
921,74,2026-01-22,กิจกรรมYLA,present,17.48
